y_true;error;sentence
6;capelli;Classifica argomento: Ciao swamptonbom, a) solitamente è preferibile una rasatura a macchinetta a 0,5mm - 1mm ma ogni caso deve essere valutato. Se vuoi un parere puoi allegare delle fotografie o inviarmele all'indirizzo email aziendale: info@beautymedical.it b) la tricopigmentazione ottimizza il livello di copertura per una certa lunghezza di capelli. Credo che un range ottimale possa rientrare nelle 48h dopo il taglio. I capelli crescono spannometricamente di 0,5mm al giorno un delta di 1mm può essere considerato accettabile. c) manda le fotografie ad admin@bellicapelliforum.com e richiedi l'inserimento in questa discussione:  d) una valutazione del genere può essere fatta soltanto dopo aver visionato le fotografie. e) si può fare di tutto ma dovresti fare attenzione all'iperesposizione ai raggi ultavioletti evitando di scottarti la testa. Dopo le prime due sedute avrai una copertura del 70% circa. Ricordati che essendo un utilizzatore di dermatch dovrai necessariamente lavare con cura la cute prima di andare a letto per 30 giorni prima del trattamento. Ogni volta che ti eseguiranno un trattamento dovrai prestare particolare attenzione a determinate cose: per 7 giorni NO sudore eccessivo, sole, piscina, sauna ecc. f) Dipende da numerose variabili, il primo anno si dovrebbero ipotizzare mantenimenti più frequenti fino ad arrivare a 1 all'anno circa.
4;acqua;Classifica argomento: Ciao e benvenuto. Secondo me per prima cosa vedi tanto verde perche hai un fondo bianco(chiaro). Se lo fai nero non lo vedi piu l'acqua verde ma solo le alghe che abbiamo tutti chi piu chi nemo.
4;acqua;Classifica argomento: Ciao, io ho messo 2 tipi di sassi e tutte e due dentro l'acqua diventa nero/verde non ci si può fare nulla. Ho 2000lt nella vasca e 3300lt nel laghetto pompa da 4800lt e uv-c da 55w
4;acqua;Classifica argomento: Ciao, Sono Nuovo del forum voglio costruire un laghetto e Questo e dove devo scavare il mio laghetto ma non ho ancora idea dove nel giardino. Ho un telo da 6x8 forse questa settimana inizio sempre se trovo un aiuto dei amici.....  Non so dove iniziare? dove farlo nel giardino? se mettere un filtro, un skimmer? So solo che al centro lo voglio di circa 1mt e fare una cascata visibile dalla foto. Secondo voi la forma come deve essere? e le misure del laghetto come sarebbe meglio.
8;alcool;Classifica argomento: Perchè non l'alcool alimentare essendo neutro? E costa pure meno
8;sigaretta sigaretta;Classifica argomento: Normalmente prima tendo a fumare diverse tin di un tabacco, se mi piace allora almeno 100 gr da parte li metto x diversi anni! Vedi cheer vedi tudor castle vedi bajou slice ect! Dicono che i virginia dopo 10 anni è al picco della maturazione, speriamo! Intanto compro ancora solo x la cambusa    Ps:preferisco più tabacco e meno pipe una 20ina ottime bastano secondo me!
4;unghie;Classifica argomento: È lungo sì, lima per unghie e via grattare... Giusto uno o due millimetri, nn di più ed a punta. Praticamente devi limare le parti più scure e/o giallastre. Poco per volta e bagna la lima spesso in acqua fredda. Se nn ti fidi nn lo fare però.
0;neve;Classifica argomento: Un tempo molti forum implementavano lo script della neve cadente, poi il Newsboard ha creato un simpatico effetto utilizzando solo le animazioni CSS. Ad ogni modo sono queste le piccole cose che contribuiscono a creare l'atmosfera natalizia sui forum. Ottimo lavoro Flax
4;animali;Classifica argomento: questo è il link della pagina. Per quanto riguarda i negozi di animali nella mia zona la grande distribuzione non è ancora arrivata, la maggior parte sono piccoli punti vendita con qualche esemplare che allevano o acquistano dai clienti stessi, solo da alcuni anni sono arrivati dei punti vendita più ampi nei centri commerciali, luogo in cui sono entrata solo una volta (nel punto vendita, non nel centro commerciale) dove le signore snob compravano bestiole varie come fossero magliette o le prendevano per i piccoli come fossero pupazzetti, sono uscita disgustata. Sono orgogliosa di dichiarare che le bestiole entrate in casa mia sono state tolte dalla strada o adottate da chi non poteva più tenerle, comunque il negozio di animali è una realtà tutta nostrana, in Irlanda o Germania esisto enormi negozi PER animali dove trovi di tutto dalla sella per il cavallo al collare per fido, ma non trovi bestiole in vendita
4;animali;Classifica argomento: Io penso che una calopsite vada educata come qualsiasi animale intelligente. Fagli capire che il suo comportamento non va, rimproveralo ( senza urlare, che per loro vuol dire bravo continua così). A 6 mesi sono come degli adolescenti, mettono in discussione la tua autorità, serve un comportamento fermo ma gentile. In pratica quando prova a morderti digli no usando un tono di voce basso e minaccioso, quando fa il bravo premialo con un semino. Ci vuole costanza e pazienza ma alla fine ti ritroverai con una calo bel educata.
3;acqua;Classifica argomento: Su 5,5-6 metri di profondità pesci carassi,scardole e carpette usereste il pallettone ?se no come fareste la lenza senza pallettone ?ho esigenza di arrivare molto lontano con il pallettone non riesco a superare i 50-60 metri
1;neve;Classifica argomento: Benvenuto Francesco....anche io sto aspettando con ansia che babbo natale mi consegni la mia winter edition!!!! Ps.......oggi qui nel cuneese nevica....come avrei tanto voluta provarla sulla neve😭😭😭😭😭
8;tabacco;Classifica argomento: E´un tabacco che mi ha lasciato perplesso , ne ho fumata una latta sola ma credo richieda di piu´per essere ben compreso.Molto asciutto e oserei dire severo. Confermo che non sa di ketchup.
5;aerei;Classifica argomento: non riesco a capire se è della regia aeronautica o semplicemente dell'aeronautica. credo, però, che sia da ufficiale, correggetemi se sbaglio EDIT: mi autocorreggo immediatamente, è un cappello dell'aeronautica (si riconosce dalla corona, che nella regia era tonda, mentre nell'aeronautica è turritta) e non è da ufficiale perchè quello degli ufficiale hanno la fascia dorata e non blu
4;animali;Classifica argomento: Hahahahahaha esco di casa io se entrano altri animali!  E in più non posso bere alcol, però.... Se vengo..... Passo a salutare te e Mirco e chi ci sarà
9;musica;Classifica argomento: Evidentemente non hai letto tutte le ultime sue trovate su twitter e dintorni, praticamente ne aveva una per ogni dj che gli capitava a tiro! Con insulti o frecciatine pesanti inutili ed ingiustificate, vedo che ha perso più sui social che sul pc a produrre musica negli ultimi tempi!
9;musica;Classifica argomento: Quello che attacca tutto e tutti, quello che si sente il Dio della musica, il Dj credo più borioso e odioso che esista Almeno prima dalla sua parte aveva che faceva dischi belli ora manco quello
0;cellulari;"Classifica argomento: Cari lettori oggi Vi presentiamo un nuovo sito, Italiano ed testato nel quale potrete richiede e ricevere nel giro di qualche ora (avvolte pochi minuti) il codice per sbloccare i Vostri router e chiavette Huawei cosi da poterle usare con qualsiasi operatore. Alcuni Esempi:  Web Cube 21.6 New E8238BWs-2  Web Cube 42 E8258BWs-2  Web Cube B183 e B153 Light  Web Pocket 21.6 – 42 Huawei E5220 E5756  Web Pocket 21.6 – 42 Huawei E5330 E5356  Chiavette Huawei E3131 – E3351- E353 – E183 – E173  Tutte le Chiavette Es. E171 E172 E173 E176 E177 E180 E181 E182 E166 E155  E585 MiFi Web Pocket 21.6 Nuova Versione  SFR 231, ZTE SFR 232, ZTE SFR 341, ZTE SFR 342, ZTE Orange Vegas, ZTE Vodafone Indie, ZTE X760, ZTE X761, ZTE X960, ZTE GX760, ZTE GX761, ZTE T-Mobile Vairy Touch, ZTE G-N281, Vietel V6202, Viettel Zik V8301  Web Pocket 21.6 TRE MF60 ( Esclusiva in Italia ) Il sito si chiama  ( ) è gestito da un team esperto di persone che hanno trovato il modo per liberare i modem Huawei dai vincoli degli operatori di telefonia che, una volta scaduto il vincolo temporale, per un motivo o l'altro si negano allo sblocco del terminale. Per risparmiare lettere e raccomandate di richiesta questo team offre a prezzi davvero abbordabili lo sblocco, offrendo un servizio che oggi è davvero difficile trovare, seguendo i clienti dal momento dell'acquisto fino allo sblocco e configurazione dei parametri del router. I loro feedback parlano piu di ogni altra cosa,  possiamo leggere i commenti entusiasti dei loro ""clienti"". Il team ha anche una pagina Facebook raggiungibile da questo indirizzo  qui offrono il servizio di sblocco live via chat (quando uno dei tecnici è connesso)."
0;cellulari;"Classifica argomento: Cari lettori oggi Vi presentiamo un nuovo sito, Italiano ed testato nel quale potrete richiede e ricevere nel giro di qualche ora (avvolte pochi minuti) il codice per sbloccare i Vostri router e chiavette HUAWEI cosi da poterle usare con qualsiasi operatore. ALCUNI ESEMPI:  Web Cube 21.6 New E8238BWs-2  Web Cube 42 E8258BWs-2  Web Cube B183 e B153 Light  Web Pocket 21.6 – 42 Huawei E5220 E5756  Web Pocket 21.6 – 42 Huawei E5330 E5356  Chiavette HUAWEI E3131 – E3351- E353 – E183 – E173  Tutte le Chiavette Es. E171 E172 E173 E176 E177 E180 E181 E182 E166 E155  E585 MiFi Web Pocket 21.6 Nuova Versione  SFR 231, ZTE SFR 232, ZTE SFR 341, ZTE SFR 342, ZTE ORANGE VEGAS, ZTE VODAFONE INDIE, ZTE X760, ZTE X761, ZTE X960, ZTE GX760, ZTE GX761, ZTE T-Mobile Vairy Touch, ZTE G-N281, Vietel V6202, Viettel Zik V8301  Web Pocket 21.6 TRE MF60 ( ESCLUSIVA IN ITALIA ) Il sito si chiama  ( ) è gestito da un team esperto di persone che hanno trovato il modo per liberare i modem Huawei dai vincoli degli operatori di telefonia che, una volta scaduto il vincolo temporale, per un motivo o l'altro si negano allo sblocco del terminale. Per risparmiare lettere e raccomandate di richiesta questo team offre a prezzi davvero abbordabili lo sblocco, offrendo un servizio che oggi è davvero difficile trovare, seguendo i clienti dal momento dell'acquisto fino allo sblocco e configurazione dei parametri del router. I loro feedback parlano piu di ogni altra cosa,  possiamo leggere i commenti entusiasti dei loro ""clienti"". Il team ha anche una pagina Facebook raggiungibile da questo indirizzo  qui offrono il servizio di sblocco live via chat (quando uno dei tecnici è connesso)."
6;malattie;Classifica argomento: Per definire una sla familiare devono vedere le mutazioni genetiche....allora si potrebbe parlare di sla familiare. Ma se fra cent anni ti verrebbe la sla, e non hai nessuna mutazione genetica e sempre sla sporadica.
6;malattie;Classifica argomento: Rimango scettico, e invito altri a diffidare di queste storie. Le eccezioni ci saranno sempre su tutto, ma oggi la sla e una malattia conosciutissima, e di facile diagnosi...gli errori nelle diagnosi esistono, esistono pure i secondi pareri, i falsi negativi e i falsi positivi. Fa parte della quotidianità. Ma nei racconti dei malati di sla, la maggior parte tutto viene ingigantito, qualunque sintomo anke non legato alla malattia, viene messo in risalto. Sono poche le persone che raccontano veramente come sono andate le cose. Quindi se uno ha dubbi deve riferirlo al medico, che sicuramente avrà studiato più di un motore di ricerca.
3;acqua;Classifica argomento: Le boghe mangiano anche a fondo.. Quindi non è detto che siano sempre a galla o mezz'acqua e che pescando con la lenza più pesante si possa risolvere il problema.
3;acqua;"Classifica argomento: Non ho mai visto quella vostra.. Ma è pur sempre torbida (anche se ho visto di peggio).  Ci tengo a dire, che io metto  la massima attenzione e precisione, nel rilasciare i pesci sia in mare che in acqua dolce. Non ho voglia di farli soffrire, ne tanto meno giocarci. Mi capita anche di non usare lo straccio, se straccio si può definire! Mica era di materiale ""ruvido""."
0;musica;Classifica argomento: Flauto Normale, per quanto riguarda le note lo faccio solo come basamento, gli accordi non sono capace per il momento ^^
