,Id,Gender,Age,Topic,Sentence
844,919,M,30-39,SPORTS,"😅 capisco lo scazzo di scirocco, sarebbe bello se tutti avessero come fine unico il pescare pesci. Ma non siamo tutti uguali, non tutti abbiamo iniziato pescando le mini mormore in estate, per poi escogitare altri sistemi per pescare altri pesci. Forse il problema è proprio questo. Andiamo in riva al mare a fare cosa? In teoria si dovrebbe solo pensare a pescare, da li le varie sfumature di tutte le attrezzature. Invece?! Quello è surf casting, quello è pesca a fondo, io faccio solo surf, ecc... Siamo solo capaci ad etichettare tutto e tutti. Ma pazienza è l'animo umano. Solo che si è arrivati al punto che c'è gente che si vanta pure 😂, io pesco con il mare vero da surf (mare a sette piani e mai un pesce)😂 L'unico vanto dev'essere solo il pesce pescato. L'unica cosa, è che qui dentro tutti diciamo la nostra, ma nessuno sa le credenziali di chi scrive. Mi dispiace dirlo, ma chi scrive di qualcosa deve avere esperienza vera e non due giorni cagati di pesca. Il massimo della tristezza è leggere interi post convincenti da persone credibili, per poi scoprire che il mare lo vede da una cartolina, perché c'è la famiglia, gli impegni, ecc... Cazzo uno ha esperienza solo dopo che pesca, pesci veri e tanti, se leggo ""finalmente un bel pesce"" non è più credibile. Scrivere mi manca il mare è uguale... La pesca, quella vera, fatta di pesci veri si ha solo con la costanza, abbitare a 200 chilometri dal mare che costanza vuoi avere? Ajo... Andate a pesca di pesci, non di titoli. Poi si può parlare di canne, mulinello e di quello che si vuole..."
845,1029,M,20-29,ANIME,"okkavolo... mi sono presentato? non l'ho fatto? beh allora mi presento! sono io, mi chiamo con il mio nome e vivo a casa mia!"
846,547,M,30-39,AUTO-MOTO,e vero vai audi in concessionario fatti fare una diagnosi e vedrai che telo sostituiscono il sensore a mio cugino aveva piu meno il tuo problema anche a macchina fuori garanzia gli hanno cambiato il sensore difettoso e va benissimo prova a vedere facci sapere ciao
847,595,M,20-29,ANIME,Chiedo l'aiuto da casa non so neanche questo  (anche se ho capito che anime è)
848,874,M,40-49,AUTO-MOTO,Lo immaginavo..... ero sicuro che dietro un malessere interiore del proprietario sbadato negli acquisti (e non della Baby) tutto sarebbe stato imputato alla RRE. Vabbè......!!!!!!!
849,441,M,40-49,BIKES,La marmitta squadrata non é più ordinabile come ricambio; troverai solo la tonda. Prova a vedere se la trovi Sito Plus
850,251,M,30-39,SPORTS,Si prova a dormire..il mio no comment continua..Forza Doriaaaaaaa E si il caffè era proprio da evitare stasera ci vorrebbe un po' di valeriana
851,814,M,20-29,AUTO-MOTO,"a guardare le previsioni su ilmeteo.it mi viene solo una gran voglia di spaccare il PC.....            io ormai ho deciso, vengo lo stesso anche perchè ho prenotato l'albergo, spero davvero che succeda il miracolo come dice qualcuno di voi...almeno al sabato...."
852,888,M,50-100,BIKES,Confermo quanto sopra. In alternativa alla Champion si può usare anche la NGK 6 o 5 (filetto corto e relativa sigla che non ricordo)
853,368,M,20-29,AUTO-MOTO,"la mia praticamente è totalmente nera, di cromatura ha il tappo serbatoio benzina e il tappo serbatoio dell'olio.. per il resto total black, ha anche le piastre della forcella non sono nere. poi l'ho sbassata abbastanza dietro mettendo i progressive da 12"", diciamo che è una R un po' meno R  per il resto ho preso la R principalmente per la sua caratteristica più ""importante"" il doppio freno a disco davanti. adesso devo dire che sto abbastanza comodo, solo che a volte ho la necessità di distendere le gambe, per questo pensavo alle pedane da riposo. solo non so se alla fine della fiera fanno cagare esteticamente io come detto sono alto più o meno 1.80 (cm + cm -, forse +) e la mia R con gli ammo da 12"" è una vera bicicletta. nel traffico la guido agilmente anche con una mano sola"
854,933,M,30-39,SPORTS,abbiamo perso solo ed esclusivamente con le big! e ci sta classifica ultra premiante peccato per i tanti e lunghi infortuni
855,361,M,0-19,ANIME,"Ohi Natsu, non ti avevo valutato questa O.o Mi stavo perdendo una stella ☆.☆"
856,345,F,0-19,ANIME,"Però ora che ci guardo avrei un problema °° Quando provo a fare le gif, facendo il percorso  mi compare questa schermata: Che cosa significa?"
857,826,F,50-100,AUTO-MOTO,"Grazie per le foto!!!! Mi hai fatto un bellissimo regalo, caro Casu2, essendo io bloccata in casa ..........  Quest'anno devo accontentarmi delle foto e dei racconti di Attilio. Dice che non ha mai visto così tanta gente. E' vero: la ripresa si vede anche da queste cose.... Buona domenica a tutti!"
858,784,M,50-100,AUTO-MOTO,"Domanda forse un po banale,è possibile rimanere a dormire li alla pista? Ciao Pierluigi"
859,812,M,20-29,SPORTS,Manca qualcosa la davanti motivo per cui fatichiamo a trovare le reti
860,671,F,20-29,ANIME,Se va bene l'xcf scrivilo qui cosi scaliamo i bollini e te lo inviamo tramite mp
861,367,M,40-49,ANIME,"Ho preso pure io wow.........  E da un mese che cii gioco, ma non voglio che diventi una droga. Ci gioco un po alla sera, ma mi rendo conto che sto gioco potrebbe diventare pericoloso. Comunque al momento mi sto divertendo parecchio, e lo sto alternando a guild wars 2. .....anche questo un gran bel gioco. Prr ls cronaca ho speso 5 euro per wow con le prime 2 espansioni, 5euro per cataclisma, e 19 per pandaria.^^."
862,48,M,50-100,SMOKE,"Rilasciato oggi negli Usa. Scrive Pease: The long wait, for me at least, is over. The Virginia Cream begins shipping today! So, there aren't many secrets left about this one after Shane Ireland's wonderful video review. Yes, it's an aromatic - a virginia base with a hint of perique, and just a little dark-fired leaf for added body, with a nice vanilla/bourbon topping for a little sweetness and a lovely room note. A friend of mine wrote, ""Finally, here's a tobacco I can really enjoy that also earns the 'Spousal Seal of Approval' so I can smoke it in the house."" When the prototypes were produced, Ted told me he thought it smelled like a really nice cream soda, which is where the name came from. And, it tastes like it smells, with lovely tobacco flavors enhanced with a little sweetness that lasts throughout the bowl. It doesn't cling to the curtains or leave lasting phantoms in the pipe. I think it's a really special blend, and my tasting panel, some members of which were harshly critical about the idea of it, were unanimously enthusiastic when they tasted the final version. Many retailers have already received their initial orders, and more are soon to follow, so without further ado, I'm pleased to introduce the latest blend in the G.L. Pease lineup, The Virginia Cream."
863,1023,M,20-29,ANIME,"Salve a tutti gente! Allora, in realtà era da un botto che mi volevo presentare, ma, sembrerà strano, non riuscivo a trovare il momento adatto (con la giusta ispirazione) per farlo, e dato che non mi piace fare presentazioni scrause del tipo ""Ciao spero di trovarmi bene saluti"", ho aspettato che si presentasse l'occasione giusta...e le vacanza pasquali sono capitate a fagiolo (visto che mi ritrovo per la prima volta da troppo con qualche giorno libero da studio e lavoro)! Dunque, mi chiamo Emanuele, in arte Azàzel, e frequento il circuito da circa tre anni (prima bazzicavo principalmente su forumcommunity). Sono un appassionato sia di anime che di manga, nonostante la passione per questi ultimi sia nata solo dopo quella per gli anime, e la prima volta che sono finito su questi lidi è stato proprio per cercarne di nuovi. Neanche a dirlo, qui ho trovato più di una serie che mi ha fatto sbavare come un San Bernardo; la maggior parte dei manga da voi tradotti è esattamente del genere che più mi piace. Al momento, tuttavia, gli unici che sto portando avanti sono Mushoku Tensei e Tsuyokute New Saga, anche se mi sono già preposto di recuperarne altri quando gli impegni mi permetteranno di leggere con più tranquillità. Al di fuori di qui, gli unici manga che leggo sono Onepunch-Man (che adoro) e (da poco) Dr. Stone! Di anime, sfortunatamente, non ricordo quand'è l'ultima volta che sono riuscito a vedermene uno...probabilmente più di una anno fa. Non faccio l'elenco di quelli che ho visto o che mi sono piaciuti, ma di certo devo annoverare Full Metal Alchemist Brotherhood...anime che rimane tutt'ora il mio preferito e che, anni fa, mi fece entrare in questo mondo. Nella vita di tutti i giorni, invece, sono uno studente di ingegneria; ho la passione per lo sport [in questo momento faccio principalmente corsa e palestra (anche se lo sport della mia vita resterà sempre il karate)] e per la musica, di cui i miei generi preferiti sono principalmente rock, metal e punk; infine mi diletto a suonare la batteria! Ok, penso di aver detto in generale più o meno tutto! Ci si becca in giro"
864,547,M,30-39,AUTO-MOTO,bhe le michelin come termiche sono le migliori come tenuta e sileziosita di rotolamento infatti ci sto pensado anchio di mettere sotto quattro invernali epoi mettero sotto l.estive
865,933,M,30-39,SPORTS,buon turno d'andata! li hai fatti innervosire e per il ritorno è un bene
866,65,M,20-29,SMOKE,"Secondo me il millesimato, vale circa 3€, dobbiamo considerare che è fatto a mano e la manodopera giustamente ha un costo.. Il 200 spero che sia un sigaro buono, le caratteristiche sulla carta sono interessanti, in particolar modo le dimensioni generose, più grande di un sigaro standard ma non spropositate come il moro.. Speriamo che almeno questo sigaro sia all'altezza per celebrare i 200 anni"
867,412,M,0-19,ANIME,Nick:DV Codice Amico:4897-6045-4120 Pokemon da ricevere: Slowbro Shiny e anche il pokemon del Mini-Quiz Versione di gioco: Pokèmon Y Grazie
868,114,F,20-29,ANIME,"Questa si che è una bella domanda.Potrei averne molti di preferiti... In assoluto come anime preferito per me sarà  . Sailor è stata la mia infanzia e ancora adesso quando di sfuggita vedo le guerriere sailor inizio a saltellare XD rimarrà l' anime numero 1. Come manga preferito il mio è    Se dovrei fare la lista di tutti i manga e gli anime che seguo,penso che non finirei mai XD"
869,400,F,20-29,ANIME,puoi modificare tranquillamente il forum senza problemi anzi va benissimo per me
870,148,M,0-19,ANIME,"Salve a tutti gli utenti di questo Forum.  Sono Furiza-Sama su Forum Free, ma il mio vero nome è Riccardo. Ho 13 anni. Ho cominciato a guardare Detective Conan quando ne avevo circa 7/8 anni su Italia1 e quest'anime mi ha appassionato fin da subito; ricordo che, in quel periodo, stavano trasmettendo la ""Saga dello scontro fra Rosso e Nero"" ed io ero arrivato a qualche episodio dopo ""Tutti contro Shinichi"" (il caso dello Shiragami). Ad un certo punto, quando Italia1 non ha più trasmesso Conan, ne ho, purtroppo, perso quasi completamente le tracce (ho visto solo il sedicesimo film e qualche episodio qua e là, come il caso del muro dipinto di rosso  ). Questo, però, fino a qualche settimana fa, quando ho pensato: <<adesso voglio leggermi tutto Detective Conan, che, una volta (manco ora avessi 50 anni  ), mi era piaciuto.>>. Così, fin quando il manga era disponibile gratuitamente online l'ho letto lì; poi, quando questi sono terminati, ho cominciato a guardare gli episodi dell'Anime e sono arrivato fino all'episodio in cui è avvenuto il cambio della doppiatrice di Conan (Scalzo-Bonetto), anche se, prima, ho saltato diversi casi, che ho tutta l'intenzione di recuperare presto. Di conseguenza, sono ancora abbastanza indietro con la trama e, quindi, spero di arrivare presto all'ultimo capitolo disponibile, per poter finalmente discutere con voi di questo appassionante manga. Un altro manga/anime che seguo molto è Dragon Ball, da cui deriva il mio nickname (Furiza) il nome giapponese di uno dei villain di questa serie. Ci vediamo presto in giro per il Forum  P.S.: Molto volte aggiungo nei miei messaggi degli :O quasi senza senso, ma non preoccupatevi, è un mio problema psicologico :O."
871,306,F,20-29,ANIME,"Ciao!! Benvenuto io sono Antonella, ti troverai molto bene con noi garantito!"
872,1085,M,20-29,SPORTS,"ma il 0,40 per cosa lo usi? come braciolo per legare l amo? o come trave?"
873,101,M,30-39,SPORTS,"Mai visto prendere una tinca. Lo conosco benissimo quel canale,( la mi mamma è nata a Marina di Pietrasanta )cavedani da paura...carpe enormi...per non parlare di cefali, lucci e black bass Grandissimo !!!!"
874,373,M,30-39,ENTERTAINMENT,"Ti ringrazio River, a me stai sulle palle."
875,698,M,40-49,METAL-DETECTING,"Seneca hai ragione domani posto misure e peso.. Bayler...onestamente è molto ossidato, non riesco ad intravadare fori laterali ma non posso escluderne l'esistenza."
876,1073,M,30-39,CELEBRITIES,"prima nomination all'isola dei famosi 10,al televoto questa settimana ci sono Valerio Scanu e Patrizio Oliva,scegli chi vuoi eliminare e spiega il perchè"
877,350,M,30-39,NATURE,"fuori dall'Europa non portate a casa un tubo!! non è fattore di cites, in quanto siamo l'unico paese europeo ad averlo, ma le importazioni sono chiuse da almeno un decennio... io ho sperato fosse possibile ma...mai riuscito ad ottenere nulla! 2 tentativi su 2 andati a vuoto!"
878,691,M,40-49,BIKES,Io ho solo aggiunto PN perchè solo Max non era disponibile
879,487,M,40-49,BIKES,"Il fianchetto sinistro sembra si possa riparare...il faro non vedo cosa ha di rotto ,la sella non e'sua ,i cerchi sembrano messi bene!"
880,391,M,0-19,METAL-DETECTING,bravissimo i miei complimenti! dev'essere una soddisfazione incredibile vedere i propri pezzi esposti e tutti che li possono ammirare complimenti
881,337,M,30-39,SPORTS,Giocatore per cui non mi ero entusiasmato l’estate scorsa che ha dato il suo contributo senza la necessaria continuità. Avanti il prossimo
882,771,F,0-19,ANIME,"MM, ti piace molto il calcio, vedo! Be', non ho molti consigli da dare, tranne di mettere del tuo in ogni tuo lavoro grafico, un tocco che ricordi il tuo stile in tutto ciò che fai!"
883,787,M,30-39,ANIME,"Il Corrotto notò Oliver arrivare solo all'ultimo, cercando malamente di frapporre un braccio tra il piede e il suo fianco. Il Marine udì distintamente un suono come di ramo spezzato prima che l'essere venisse scalciato via dall'impatto per poi ruzzolare rovinosamente lungo la via. I tre ateniesi lo guardarono allibiti, ma Irene si riprese dallo stupore prima degli altri. Protestò.  , intervenne a quel punto Chrystos.  Oliver forse avrebbe voluto aggiungere qualcosa, ma con la coda dell'occhio notò di non averne il tempo. Alle sue spalle, placatosi il ciclone, quattro figure deformi si alzarono da terra. I quattro Corrotti, investiti dalla marea d'acqua, erano tumefatti e provati, ma ancora capaci di stare in piedi. Il loro Cosmo nerastro ribolliva mentre loro digrignavano i denti incattiviti. Dall'altra parte, nell'intanto, anche il quinto Corrotto si alzava, il braccio destro fratturato e penzoloni. Se non altro, notò Oliver, il grosso calcinaccio che aveva puntato appositamente era stato distrutto, e mille frammenti bagnati erano sparsi per terra. I Corrotti non si fecero pregare, e caricarono subito a testa bassa, correndo forsennati verso Oliver. Solo quello col braccio fratturato non si mosse, esibendosi in una serie di pugni Cosmici dati per forza di cose col sinistro contro la schiena di Oliver. Nell'intanto, gli altri quattro Corrotti balzarono uno dopo l'altro, le fauci spalancate, ognuno puntando a mordere con forza uno dei quattro arti di Oliver. Se non altro nessuno dei cinque badava più agli ateniesi."
884,101,M,30-39,SPORTS,"Zac, non sono un grande intenditore di canne ma, come piega,preferisco quella della fiume Anche se una via di mezzo per me, sarebbe eccezionale"
885,90,M,30-39,SMOKE,"mi sono appena iscritto e se mi è permesso l'acquisto mi sà che ho fatto tombola.. adoro quella liscia, e il compleanno si avvicina.."
886,51,M,20-29,METAL-DETECTING,"c'è scritto sotto se è oro 750? no perchè io ne ho trovato uno molto simile ma senza alcuna sigla e facendo il test è oro 999, me l'han datato diversi secoli in meno"
887,1077,F,50-100,ANIME,Anche io la frusterei per tale rivelazione ma alla dolce Lu si può perdonare tutto :3
888,290,M,30-39,SMOKE,"Non li ho mai provati, come sono qualitativamente i Manfredi, Masaniello ed Arabesque?"
889,694,M,20-29,CELEBRITIES,Ho l'imbarazzo della scelta ma... VOTO Jeremias! Adios!
890,165,M,40-49,SPORTS,Senza dubbio. A tal proposito sto per aprire un altro topic in questa sezione...mi è balenata un'idea in testa e vorrei sottoporla al vostro autorevlole giudizio! Luca
891,910,M,50-100,AUTO-MOTO,"......ecco perchè mi sono ritrovato con una ""sensibilità uditiva"" a ZERO la mattina dopo,pensavo fosse dovuto alla mia vita lavo- rativa passata in mezzo ai motori a reazione...    invece è stato il il valvolare !!!!!      Mitico Antonello!!!!"
892,714,M,20-29,SPORTS,"Attualmente Taker potrebbe affrontare solo Chris Jericho (seppur sono stati degli idioti rovinare il ""First Time Ever"" nel 2009) o CM Punk. Questi due sono i più credibili rispetto ad altri che possano disputare questo match, secondo me."
893,196,M,20-29,ENTERTAINMENT,"Grazie a tutti ragazzi ^^ Personalmente, mi ha fatto stra piacere e sentire anche più in colpa sapere della decisione tua e di altri due utenti, non avevate nessun motivo per tenermi la.parte in questa situazione però l'avete fatto. Il tempo mi sarà testimone. Per Facebook non ti preoccupare, anche io a volte purgo la lista amici (ieri ad esempio ho ""fatto fuori"" 100 contatti su instagram che chissà come e quando ho seguito.. lol), volevo solo capire com era il tuo stato d animo nei miei confronti ma ora mi è chiaro"
894,97,F,20-29,ANIME,Charmander  lv5 pv21 Abilità: Aiutofuoco Graffio (-10) Ruggito (riduce l'attacco) Exp: 40\50 Graffio (-10) Pidgey va a 3 ps Lancio Pokéball
895,997,F,30-39,ANIME,Tra quelle che sto seguendo ora Walking dead Big bang theory Tra quelle che ho seguito Buffy Scrubs Friends How i met your mother
896,1005,M,20-29,AUTO-MOTO,Bella li  ci sarebbe anche da postare l'evento sul Club A3 Facebook  Mattia mi hai battuto sul tempo  ahah
897,685,M,20-29,SPORTS,"Giornata abbastanza pazza fra turnover e infortuni, ma altri tre punti importantissimi in saccoccia per continuare la lotta al titolo <3"
898,398,F,20-29,ANIME,"Usi lo strumento selezione rettangolare per delimitare la ""striscetta"", poi crei un nuovo livello, riempi di bianco o del colore che vuoi la selezione e abbassi l'opacità a piacere"
899,910,M,50-100,AUTO-MOTO,Altra differenza ;AG4 foderi in magnesio...MX 5-80 foderi in alluminio...idraulica uguale
900,452,M,50-100,AUTO-MOTO,"Interessante! Mi puoi dire che tipo di incrocio e',perche' in tanti anni di attivita' in pista questo mezzo non l'ho' proprio mai visto,da Monza a Vallelunga o nelle salite o,nelle gare minori. misteri del motociclismo........"
901,728,F,40-49,ANIME,"Cara Daisuke, non so neanche cosa dirti... Se ti consola un po', io in vita mia ho dovuto mettere sotto terra una sola persona con rimpianto, un'amica che aveva circa la mia età. Le altre... non sono sicura di volerle rivedere in nessun modo. Forse è consolante che è meglio sentire la mancanza di una persona, piuttosto che sentirsi sollevati al pensiero di non doverla più incontrare. In ogni caso, io ho fede che se c'è un aldilà, si rivedranno quelli che si amavano in vita. Coraggio..."
902,521,M,30-39,NATURE,Ottimo Complimenti per tutto. Molto utile l' airlift (lo usavo anche io ai tempi; mi sono pentito di essere passato alla pompa a secco);molto utile anche tutta la centralina con monitor touch. Bravo bravo
903,392,F,40-49,MEDICINE-AESTHETICS,Chiamala crema se preferisci  Ho pure modificato il nome per farti piacere...
904,1069,M,0-19,ANIME,"Qualcosa tipo repose o retype, o almeno un introduzione xD"
905,1093,M,50-100,MEDICINE-AESTHETICS,Fino. 4 - 5 ml die siamo nei limiti Saluti
906,1083,M,0-19,SPORTS,Buona vittoria sara difficile passare il turno ma ce la faremo
907,1077,F,50-100,ANIME,XD nessun problema... Il fatto è che non abbiamo piú in mano la traduzione del movie 14 per poterlo riencodare quindi richiederebbe una nuova traduzione.
908,496,M,0-19,ANIME,"Si sono di Roma ma non conosco tutte le parole che dice, più che altro non saprei parlare come lui ahah"
909,887,M,50-100,AUTO-MOTO,"D’accordissimo con Go... serve a poco, soprattutto se si ha il Virtual Cockpit. Te lo consiglio solo se non sai più cosa aggiungere😂 altrimenti ci sono altri optional molto più utili o belli"
910,987,M,0-19,AUTO-MOTO,ma anche io sono attratto dal punto di vista storico....Pensa che in avatar ho il bisnonno che era austriaco (alto adige) e l'altro nonno era un artigliere italiano!! Io non posso cambiare avatar e nik ogni volta che vado in un altro forum altrimenti non finisco più!
911,676,M,50-100,SMOKE,"Chiedo a tutti coloro che hanno aderito: - Da Marco debbo far mettere qualche tipo di punzonatura, tipo CdT 2019 Dite...."
912,253,M,0-19,CELEBRITIES,Questo michele per aver 30 anni ha una vita sociale assurda xD Per ora non malissimo ma mi sa di spento..o sarà il nuovo di tolla???
913,735,M,50-100,METAL-DETECTING,Io ho letto anche che Hitler si era nascosto in una base segreta tedesca al polo nord...e c'erano anche gli alieni Ho letto anche che Bin Laden e vivo e vegeto...il complottismo è una piaga
914,11,M,50-100,SPORTS,"Spero tu abbia ragione. A me Ferrero non piace per nulla, ma la sua Sampdoria ha fatto meglio di quella di EG pur avendo Osti come DS. Quindi concludo che EG non aveva la piu' pallidea di come amministrare la Sampdoria. Cio' e' avallato da perdite continue seguite da aumenti di capitale da parte della famiglia Garrone."
915,1014,M,30-39,AUTO-MOTO,beh Ale a me è successo che la mia ragazza ci ha preso involontariamente con la borsa mentre stavo spegnendo la macchina e dopo alla riaccensione non tornava su lo schermo  ......... con conseguente blocco cardiaco  per quanto riguarda lo scricchiolio sulla mia non l'ho mai sentito.
916,271,F,50-100,CELEBRITIES,"di quello che e' successo qualche notte fa nessuna menzione, greta e francesca fuori subito grandi pio e amedeo troppo forti veronica buuuuuuuuuuuu"
917,280,M,40-49,SPORTS,"mamma mia....che schifo.....ma si rende conto Domizzi che se lo definiscono ""la pezza"" per il Milan.....qualche colpa pure la avrà anche lui.....brrrrrr!!!!"
918,660,M,50-100,SPORTS,la casa de riposo pesca arzilla dici Poesse de si dipende dal giorno
919,1106,M,20-29,METAL-DETECTING,ho letto il post non ci sono parole per chi ha pensato e dubitato sul mio conto......si vede che non mi conosce dal vivo e non e mai uscito con md con me in compagnia......gli altri lo hanno scritto.....e credo che chi non conosce non dovrebbe dare sfogo solo alle mani sul pc ma parlarne dal vivo!!
920,659,M,40-49,BIKES,Attenderò la traccia definitiva ( quella integrale) per decidere se preferirò lavorare o meno.
921,778,M,20-29,SPORTS,"qui nessuno ha parlato di acquistare campioni,so benissimo che prenderli è difficilissimo,ma almeno buoni giocatori (cosa che Ogbonna e De Ceglie non sono)..per buoni giocatori intendo appunto Janmaat,Clasie,Sandro,Leiva ecc. Non voglio campioni,ma neanche pippe cotte e stracotte come quei due...a questo punto preferisco tenermi Britos a sinistra. P.S. i miei inutili Ogbonna e De Ceglie possono anche avere scudetti e Champions,ma sempre scarpari e panchinari restano. Dato che la pensi in questo modo,che ne dici di Bonera?Secondo me andrebbe bene,ha un curriculum di tutto rispetto,gente come Higuain,Tevez,T,Silva si sognano!!"
922,864,M,40-49,MEDICINE-AESTHETICS,"Allora vi ringrazio per le risposte e suggerisco i moderatori a spostare gli interventi nella sezione apposita, altrimenti diventa OT. Ma perchè sconsigliate Rosati ( credo che abbia operato anche Antonio Conte la prima volta, la seconda non lo so) a meno di non avere una esperienza personale? Tesauro è a Milano : non è dietro l'angolo... Il turismo sanitario non fa per me.."
923,1066,F,20-29,ANIME,"Contest ★Ogni partecipazione ad un contest 3 bollini (sto postando anche i vecchi vecchi quindi non so se gli host danno ancora le immagini  )                                                                   Questo è lo ""special contest"" adesso non so se ti dovevo postare solo la partecipazione al contest o per quanti lavori ho partecipato, quindi ti ho postato la seconda scelta        ★Ogni topic di spam per il nostro forum aperto in altri forum 3 bollini. (ripeto sono vecchi  )"
924,1039,M,20-29,SPORTS,"Certo, al massimo trovi su eBay il numero originale dell'epoca. Il nome però non va messo."
925,574,M,50-100,METAL-DETECTING,ricetta grazie hanno un buon aspetto nn so il sapore ricetta grazie
926,576,M,30-39,SPORTS,Sopratutto Muriel non deve fare quella giocata perchè è una giocata calcisticamente idiota......
927,680,M,20-29,SPORTS,Grandissimo colpo Jidayi...e in piu l'hai pagato una miseria...bel colpo davvero
928,973,F,40-49,NATURE,"ma XCHE' stanno morendo?!?...io continuo a nn capire...prima di conoscere il forum e leggere tutte queste storie, io credevo - se si accoppiano, depongono - se depongono, covano - se covano, sono feconde e nasceranno - se nascono, verranno imbeccati e vivranno....MA PERCHE' NON E' QUASI MAI COSI'???"
929,1044,M,20-29,SPORTS,Reby è davvero una bella donzella e la posseggo tutta io. BMT
930,990,M,20-29,SPORTS,"1 - Si 2 - Si 3 - No 4 - Si 5 - Si 6 - Si, solo nel caso in cui, non avendo giocatori del venerdì, si possa postare la formazione al sabato. 7 - Si"
931,798,M,50-100,METAL-DETECTING,"Ahh...sei andato su per quale versante? Strenta Aralta e su', o M.Novegno Giove e giu'."
932,407,M,0-19,ANIME,"Non riesco a trovare la voglia, la prima parte è noiooooooooosa xD"
933,1028,M,30-39,AUTO-MOTO,"infatti... poi i grafici sono impazziti e hanno proposto le colorazioni assurde dei modelli 2012 (mi riferisco al ""giallo canarino"" e al ""blu dipinto di blu"") con la scritta ""FORTY EIGHT"" a stampatello"
934,788,M,20-29,ANIME,"oh jesus.... senta ''patrizio'' dei poveri, ma per favore XD"
935,531,M,30-39,AUTO-MOTO,"non per mettere fretta, ma si sa niente dei gommoni?"
936,960,F,40-49,ANIME,Ho letto le one shot del contest. Ho votato ed è stato molto difficile scegliere qual fan fiction mi piaceva di più.       a tutte le partecipanti al contest. Tutte voi avete saputo dare voce ai sentimenti di Maya e Masumi. Bravissime e in bocca al lupo
937,503,M,50-100,AUTO-MOTO,"Questi aggiornamenti ti arrivano via OTA, quando pare a loro ...."
938,163,M,50-100,AUTO-MOTO,Interasse 250 mm. Stelo diametro 10 mm. Malanca70.
939,719,M,0-19,ANIME,mmmh... mi interessa... cos' hai oltre ad audino? milotic?
940,445,M,20-29,ANIME,"una ""piazza"" può essere 50mx50m come 1000mx1000m, non è un'unità di misura lol E stessa cosa vale per le stanze Un secondo mi pare un po' poco, ma I guess che vada bene? Okay, puoi specificare per trappole e teletrasporto"
941,952,F,20-29,ANIME,Mando charmander in campo! Charmander  lv5 pv21 Abilità: Aiutofuoco Graffio (-10) Ruggito (abbassa Att) Usa Graffio -10 Oddish 7 punti vita
942,281,M,20-29,METAL-DETECTING,Ho lo stesso oggetto. Si parla di sigillo? Seguo con interesse.
943,625,M,20-29,ENTERTAINMENT,8. DJ Dean & DJ T.H. featuring Hanna Finsen – Find A Road (Maratone & Cyril Ryaz Extended Remix) ci piace
944,166,M,50-100,SPORTS,"Così a scottadito e, non proprio Rock, non rinuncerei mai a questi 5.... BEANO ALBUM - Bluesbreakers with Eric Clapton CALLING CARD - Rory Gallagher IN SESSION - Albert King & Stevie Ray Vaughan AFTER HOURS - Gary Moore FROM THE CRADLE - Eric Clapton ……."
945,1051,M,30-39,SPORTS,"Come non darti ragione,l ho notato pure io e non solo in lui ma anche in ranocchia e Cassani. Bianchi in faccia che non mettono paura nemmeno ad un bradipo. Siamo messi male e rischiamo purtroppo."
946,709,M,20-29,SPORTS,"Bella a tutti  Sono Gabriele, 20 anni, che gioca dal lontano 2009 a fm, anno in cui sono diventato tifoso accanito...dell'inter, la prima partita che ho visto con sincero interesse dell'inter è stata quella di un triste ritorno degli ottavi di Champion's League contro il MU...di cui ricordo anche due pali clamorosi di Adriano e di Ibra a 2 cm dalla porta  Sono felice di essermi iscritto finalmente qui, molte volte lurkavo e basta, ora ho deciso di diventare utente attivo"
947,892,M,40-49,CELEBRITIES,"Tutti ma non Elia... comunque ho votato la ""Marchesa"""
948,687,M,20-29,AUTO-MOTO,Per la sicurezza... Cosa potrebbe mai comportare questa implementazione?!?!?
949,122,M,20-29,SPORTS,"Tutto è ancora in gioco, certo con tutte le squadra che c'erano in Europa League, proprio lo United, vabbè vediamo se riusciamo a fare il grande Colpo ."
950,812,M,20-29,SPORTS,"Mi son riletto tutto e adesso mi metto al passo anche io. Bella struttarazione di storia e complimenti per tutta la narrazione, adesso vediamo se qualche squadra accetterà la proposta della CBS."
951,924,M,40-49,AUTO-MOTO,"Fa molto anni 80  Mi ero perso questo post, mi ha fatto venire la voglia di prendere un vecchio chiodo."
952,221,M,50-100,SPORTS,Si ma c'e' il mediano con visione di gioco e organizzatore di manovra e il randellatore frangiflutti ( detto la diga ) il vero Non e' mica una differenza da poco ....!!!
953,578,F,40-49,CELEBRITIES,"Fede dice che se qualcosa le da noia di una persona, tende a tenersi dentro tutto fino a che non scoppia...non sopporta più la persona e la molla... Ale le dice che, per la sua esperienza personale, se stai con una persona le devi dire cosa non va, sempre...."
954,40,M,20-29,AUTO-MOTO,"Ops, pardon! Ho letto il regolamento ma evidentemente mi è scappato..... troppa foga per la Iron!!! E' normale che non vedo le firme? Questo è un account che uso in forumfree anche per altri forum, e non vorrei pastrocciare con le firme, ma non vedendole non riesco a capirmi!"
955,515,M,20-29,SPORTS,Emma Planet 10/8 + PIN + bonus + condotta sleale Brie Bella: 15/14 | ogg 2/3 | sub 2/3 | pin 2/3 | bonus 0/2 | AP SI | Stile NO Emma: 17/18 | ogg 3/4 | sub 3/4 | pin 3/4 | bonus 1/2 | AP NO | Stile SI
