,Id,Gender,Age,Topic,Sentence
3037,1084,F,20-29,CELEBRITIES,"ho un odio per Francesca, quindi spero si tolga dai piedi.. anche se non credo."
3038,15,M,20-29,SPORTS,"Per quanto abbiano ovviamente mentito, aspetterei agosto per piangere. Qui l'anno scorso sembrava la fine dopo le cessioni di Soriano, Fernando e Correa. Eppure..."
3039,414,M,40-49,AUTO-MOTO,"Chiosa.... benvenuti in Italia dove tutto è il contrario di tutti. Purtroppo è L'Italica virtù ogniuno guarda il proprio ombelico e se crolla il mondo mi scanso e non rimango sotto.....in Italia se vediamo due carabinieri in servizio prendersi un caffè stiamo zitti se abbiamo bisogno di un pezzo e un ""amico"" ce lo trova aumm aumm lo prendiamo.....se qualcuno ci aiuta ad avere un qualcosa senza rispettare le regole lo ricopriamo di ringraziamenti invece che denunciarlo.....questo siamo noi ed il paese è specchio. Ogniuno per sé deve cambiare l'andazzo e metterci la faccia. Quindi rimaniamo così...."
3040,362,M,20-29,SPORTS,"Alla fine ho deciso di spostarlo a Sabato prossimo ovvero il  , perché sto ultimando il cambio di nome dei campionati, mettendogli il loro reale nome (es. Serie A ------> Serie A TIM, Coppa Italia ------> TIM Cup, ecc.)"
3041,778,M,20-29,SPORTS,ma l'offerta del Monaco per Inler è ufficiale?
3042,188,M,30-39,SPORTS,qualcuno era sicuro di tornare primo... prossimo turno decisivo juve inter fiorentina napoli
3043,999,M,40-49,SMOKE,"J a me piace moltissimo, ma parlando di 3903, aggiungerei 30€ e prenderei la Root..."
3044,739,M,50-100,SMOKE,"Gusti son gusti... non ci piove. Questa mattina ne ho acquistato una scatola nel bar tabacchi del paese dove risiedo (mancava l' Antico Toscano) e ho optato per il Parodi lì in bella vista. Daniele il prorpietario del locale non sapeva il prezzo; pagherò, domani, a Cecilia, la sorella. Ne sto fumando metà: ammezzato da sottoscritto. Devo ammettere che da neofita dei sigari non lo trovo insufficiente. La sua capienza compatta dà al fumatore la consapevolezza di dover equilibrare il tiraggio. (insegnamento da autodidatta) Complessivamente lo trovo accettabile per una fumata non impegnativa. Per il prezzo, li ho recuparati prorpio qui in Accademia. Intero: 6,50 Cheroots: 5,00 Ammezzato: 3,50 Ammezzato singolo:1,00"
3045,406,M,50-100,SPORTS,"Io penso che, colorati di rosso, sotto Natale fanno"
3046,440,F,20-29,ANIME,"Io penso di aver avuto infatti il problema di aver visto prima Resurrection che ho trovato Quindi, sapendo fosse dello stesso autore mi è venuto un colpo sapendo di The Devil, ma mia hai davvero tolto i miei dubbi, anche perchè dalla trama ispira parecchio"
3047,715,F,20-29,CELEBRITIES,Ciao a tutti volevo ringraziare ognuno di voi perché grazie a voi posso seguire ogni reality o programma che altrimenti dal lavoro nn potrei seguì ..grazie
3048,925,M,30-39,AUTO-MOTO,Ho contattato l'assistenza Philips che mi ha chiesto se ho montato le lampade con l'adattatore canbus... bah... esce nella confezione ovvio...
3049,164,F,40-49,ANIME,"Eccomi! Ci provo anche io.  ""Vorrei che quel sogno ad occhi aperti vissuto nella valle dei susini diventasse realtà e mi unisse per sempre all'uomo che ho scoperto di amare."""
3050,679,F,20-29,ANIME,"Oddio *_* Sono senza parole, non me l'aspettavoooo *-* Grazie mille, è bellissimo *O* Troppooooo  Buone festeeeee <3"
3051,500,M,30-39,AUTO-MOTO,"Ho ritirato la mia Renegade da pochissimo ed ho notato che la telecamera è pessima. L'immagine non è affatto definita, i contorni sono tremolanti con un terribile effetto miraggio. Qualcuno ha avuto lo stesso problema?"
3052,169,M,50-100,AUTO-MOTO,"Ciao Vale.......sono un coetaneo (un pochino.....solo poco poco più vecchio) del tuo papà. Vorrei dirti tante cose, ma io che solitamente sono uno dalla penna facile, rimango senza parole di fronte ad un avvenimento così straziante e sopratutto con la figlia di un così caro amico.....sia pure ""di penna"". Ho perso mio padre non molto tempo fa, quando io ero già un po' avanti negli anni. Eppure credo che NON esista MAI un tempo o una età giusta per pensare di poter perdere un genitore. Immagino e capisco quanto per te sia ancora più difficile darti una ragione per quanto il Destino ha messo davanti al tuo cammino. Non fermarti a pensare quanto poco tempo hai avuto per godere della Sua presenza......semmai, pensa a quanto sono stati meravigliosi questi anni che lo hai avuto per te.....a prescindere su quanti essi siano stati. Guarda Vale, una volta sentii qualcuno dire di una persona che se ne era appena andata via, che in queste durissime circostanze non devi mai maledire il Destino perchè ti ha strappato un tuo caro, bensì devi soffermarti a ringraziare lo stesso Destino per avertelo ""assegnato"". Come un ""vecchiaccio"" coetaneo di papà, ti invito, anzi ti prego di farne un tuo motto di vita, la bellissima frase di papà Claudio, di cui molti di noi ne hanno adornato la propria anima. Ti abbraccio con affetto, anche a nome di tutti noi. Tuo padre, comunque, aveva già vinto!!! Forse è per questo che il Destino ha fatto così lo stronzo!!"
3053,160,M,0-19,ANIME,pimpo io non ho capito molto bene dove devo mettere questo codice la sezione a cui mi riferisco è questa :  ed è il primo codice .. non so proprio dove poterlo mettere E poi un altra domanda ogni quanto tempo mi scrive up in automatico?? e se devo metterlo io dove si dovrebbe mettere??
3054,1096,M,30-39,SMOKE,"Vendo coppia di pipe, Radice ed Ardor le marche. L'Ardor è stata fatta su commissione ma non è scattata la scintilla. La tengo li da un bel pò di mesi ma non scatta mai quella cosa di dire: si, tocca a te! Meglio che la apprezzi qualcun altro, anche perdendoci qualcosa. La Radice la vendo a malincuore, per un capriccio di cambio finissaggio. Fumata meno di 15 volte. Lo so, dovrei farmi vedere...  Misure Radice Pure  A. 45 L. 124 P. 35 Di. 24 De. 43 Filtro NO Peso 59 grammi Prezzo: 120€ comprese spedizioni Radice Clear mai fumata!  A. 50 L. 132 P. 39 Di. 23 De. 43 Filtro NO Vera: SI Peso 69 grammi Prezzo: 190€ comprese spedizioni Misure Ardor A. 40 L. 135 P. 29 Di. 24 De. 40 Filtro NO Peso 49 grammi Prezzo: 169€ comprese spedizioni"
3055,687,M,20-29,AUTO-MOTO,Sono rimasto abbastanza sbalordito nel vedere i finestrini di una Croma di circa 10 anni chiudersi da telecomando tenendo premuto il tasto chiusura portiere. Stessa funzione anche per l apertura e quindi per l abbassamento dei finestrini! 10 anni dopo Fiat non implementa la medesima funzione su 500x... Le concorrenti ce l hanno!!! ABBASTANZA AMAREGGIATO  .
3056,268,M,0-19,ANIME,"Ciao a tutti! mi chiamo Sufi e sono un grandissimo fan di Detective conan... lo guardavo da quando ero piccolo sulla mediaset e quando ho scoperto i nuovi episodi su questo forum, che dire.. sono stato colpito dal lavoro eccezionale dello staff e degli admin! Bravi continuate così...."
3057,383,F,50-100,CELEBRITIES,"hanno avuto il coraggio di scrivere su ig nel profilo della signora Stefania,e ho detto tutto"
3058,14,M,40-49,METAL-DETECTING,"Ciao a tutti, in rete ho trovato in vendita questa baionetta Mauser K98. Vorrei capiere con voi più esperti se può essere WW2 o no. Grazie"
3059,449,M,50-100,AUTO-MOTO,"Anche il mio ha accennato il problema. L'ho fatto presente al concessionario, mi ha detto che se si ripropone di passare da loro che in 10 minuti mi fanno un aggiornamento della centralina e il problema svanisce."
3060,999,M,40-49,SMOKE,"e poi, considerando i ritmi odierni (almeno i miei, tra lavoro e 2 bimbi ancora piuttosto piccoli), anche solo riuscire ad arrivare in santa pace in fondo al fornello di una gruppo 3, è un risultato non indifferente..."
3061,604,F,20-29,ANIME,Sono appassionata sia di manga che di anime. Adesso seguo detective Conan. Ma nella mia libreria ci sono anche Dragon ball( un inchino al grande maestro Toriyama ) e Sailor moon. Ho letto anche Hime-chan no ribbon e ora sto leggendo Arcobaleno di spezie.
3062,788,M,20-29,ANIME,"Ciao a tutti mi chiamo Andrea,ho 20 anni (vado per i 21 a dicembre), sono di Roma e sono un Geometra. sono approdato su OPF-Italia grazie ad 1 amico che girovagava qui per il forum praticamente 3/4 della sua vita XD ora non ricordo bene il Nick quindi è inutile cercare di scervellarmi in merito... in ogni caso ho cominciato a seguire One Piece 2 settimane fa dall'ep. 1....eeee sono alla 519 adesso :O diciamo che le full immersion sono una cosa a me gradita XD detto ciò ho deciso di presentarmi e tutto perchè in primis volevo fare i complimenti ai subber e comunque a tutto lo staff per il lavoro che svolgono per l'utenza, in secondo luogo perchè con l'arrivo dell'anime di JoJo ho intenzione di partecipare il più attivamente possibile alle discussioni inerenti questo anime/manga. In quanto a gusti diciamo che a parte jojo e op seguo naruto,bleach,berserk,bastard e spazio anche su marvel e Dc... Tra le altre cose ho adorato FMA e yuyu ma quelle comunque sono serie finite e quindi parliamo d'altro. poi purtroppo sono 1 tipo dalle vedute chiuse, ovvero Slam Dunk è l'unico fumetto/anime di basket...gli altri non esistono! l'unico manga/anime su robot (tralasciando Gundam ke lo apprezzo perchè è la storia praticamente,così come goldrake ecc.) è Evangelion. Tengen toppa e Aquarion sono il nulla paragonato XD detto ciò spero di riuscire ad integrarmi il prima possibile e di rompere il meno possibile XD buona serata a tutti"
3063,468,M,0-19,BIKES,"dajeee oggi prenoto il ristorante!!  Listazz 1) io 2) massimoale 3) teresa pic 4) mimmogingko (CONFERMATO) 5) trecchia 6) fabryok 7) maxxibici 8) nicknic 9) Cube maschio 10) Marco Di Lauro 11) Marco Bazzucchi fabryok,maxxibici, nicknic che dite palesatevi!!!"
3064,366,M,40-49,AUTO-MOTO,"Eh, vedi mio post di oggi sul thread relativo alla rottura sulla neve..."
3065,336,M,30-39,SPORTS,"ma figurati siamo daccordo, e in questo spero che la tecnologia possa aiutare proprio per questi episodi qui. poi è chiaro che l'errore umano ci sarà sempre ma si spero sia meno frequente e soprattutto meno ""dannoso"" per la partita. poi è chiaro che possiamo fare altre discussioni sul perche la squadra ha fatto 1 solo tiro in porta per 90 minuti ma questo è un altro discorso !"
3066,337,M,30-39,SPORTS,Temo lo rimpiangeremo a prescindere da chi è arrivato. Ma me ne sto dell'esaltazione collettiva per Sabatini...a me non fa impazzire come persona ma professionalmente ha il suo perchè
3067,376,M,50-100,SMOKE,le misure approssimative sono: 145 x 45 32 x 20
3068,777,M,30-39,ENTERTAINMENT,"a me è sempre piaciuto. inoltre, molto del sound di Brave New World è in parte debitore dei due album con Blaze Bayley. Ovviamente Brave new world è moooooooolto meglio, eh, ma a me i due con Blaze non sono dispiaciuti."
3069,280,M,40-49,SPORTS,"Ciao a tutti sono nuovo di questo forum, ma a prima vista mi sembra molto interessante e ben fatto. Se vi fa piacere vorrei essere dei vostri!"
3070,250,F,40-49,CELEBRITIES,speriamo che venga espulso ivan non lo sopporto!! cioè eliminato la prossima settimana
3071,895,M,20-29,CELEBRITIES,Secondo me non è abituata a questo genere di programmi
3072,710,M,0-19,ENTERTAINMENT,"Voto Tracker,tra tutti quelli che erano li va proprio a trovare il tipo imbottito di esplosivi (però poteva decapitarlo direttamente al posto di far lo sborone...ma dopotutto è un Predator quindi è normale che debba gasarsi prima di eliminare il nemico)... Falconer lo metterei nella categoria ""il predator più fragile"" e Berserker non è stato sfortunato,ha sfidato il nemico in duello, è logico che quindi si prende botte e mazzate,non centra col fatto che è sfortunato o no..."
3073,301,M,30-39,SMOKE,Mac baren old dark fired in James Upshall p Apple Canadian
3074,13,M,0-19,ANIME,"Dire che è morto è un'esagerazione..si vede che non hai mai avuto un hard brick XD Comunque, di solito succede quando per qualche motivo (polvere,ecc) il pulsante power si incastra.. Nel 99% dei casi dovrebbero aggiustartelo senza troppi problemi se è questo caso  Non penso sia un problema di firmware, a meno che tu non abbia una rom cucinata...Allora in questo caso ti comnsiglio di cambiare rom Altri casi non ne vedo sennon qualche componente chennesoio danneggiato :s In sintesi,in teoria ti conviene ripararlo"
3075,175,M,40-49,NATURE,"Grazie a tutti  I mattoni ora sono dentro al laghetto, uno sopra all'altro e sul secondo ho messo i tasselli con le viti per bloccare la pompa. Il tubo andrà certamente coperto meglio, comunque domani vi posto una foto nuova. Per il fondo capisco il problema, cercavo però qualcosa che facesse apparire il fondo il più chiaro possibile per far vedere meglio i pesci... l'idea delle lastre di perfido è da vagliare, in effetti potrei ottenere l'effetto visivo voluto e semplificare la vita a livello di pulizia, però sarebbe stato meglio avere la vasca di forma regolare. La notte potrà consiglio... domani vi aggiorno  Ps, i coppi sono vecchi di quasi cent'anni... NON SI TOCCANO...  Ps2 (non la Playstation...), le piantine sono vere e ""piantate"" nella terra. Al vivaio ho preso le ultime quattro che avevano, ma, visto che piacciono molto anche a me, devo tornare a cercarne altre da mettere negli altri buchi."
3076,721,M,0-19,NATURE,"Ho appena provato a scaricare ma sembra tutto regolare, Mega è un hosting un po' ""complicato"" specie per certi browser, prova a cambiarlo temporaneamente o semplicemente ricaricare la pagina"
3077,659,M,40-49,BIKES,questo formato è uguale a quello di Paola..... NUNSARAPRE!!!
3078,361,M,0-19,ANIME,Aggiungo: Bosou Shoujo Machiavellianism Ore No Imouto Ga Konna Ni Kawaii Wake Ga Nai / Oreimo Black Bullet Ore No Kanojo To Osananajimi Ga Shuraba Sugiro Gakusen Toshi Asterisk Eromanga-sensei Yahari Hundred Questo è quanto.
3079,1035,M,20-29,METAL-DETECTING,"eh si il giusto equilibrio tra grasso e magro, tra innovazione e tradizione portato avanti dalle mani di esperti cultori del gusto"
3080,453,M,50-100,METAL-DETECTING,si ma ora non ho la foto.. se non ricordo male è il marchio della fabbrica
3081,754,M,50-100,SMOKE,"Il mondo è vario, siamo d'accordo; non è che il sigaro sia aria fresca e sicuramente le boccate sono generalmente più piene (fumato antico e vari) ma forse proprio per questo non è sostenibile per una fumata continua durante il giorno, mentre con la pipa ci riesco benissimo (spenta, accesa con tabacco leggero e profumato o con Kentucky e basta), il sigaro spento in bocca non mi piace (ognuno ha i suoi gusti) e questa è la strada che sto percorrendo. Mi fa molto piacere il vostro incoraggiamento ma a questo punto sto pensando di cambiare il titolo alla discussione a: ""il duro e fumoso percorso di conversione di un sigarettista""... lasciamo stare che se non funziona è una figura di .... consigliatemi belle pipe (non quella di AdL che non me la vendono piu') e buoni tabacchi che la scatola di EM sta finendo, si diceva Virginia?"
3082,770,M,0-19,SPORTS,ma infatti intendevo il rigore dato al Barça.. che è inesistente...
3083,394,M,50-100,AUTO-MOTO,"300 Km all'andata +300 al ritorno....ma ne è valsa veramente la pena.Gran bel fettucciatone,tecnico e con dei bei salitoni per sentire cantare il motore.Il giro mi hanno detto era tosto al punto giusto per delle ""vecchiette""come queste....Una gran bella compagnia,a partire dai Surusauri e arrivando ai Rugginosi....Unica nota storta:tutto questo l'ho vissuto da semplice spettatore.Il prossimo anno vedrò di essere sopra a una moto.Gran bello spettacolo.Grazie a tutti."
3084,1089,F,50-100,ANIME,Si anche io avevo letto la notizia ma pare sia anche perchè ricorre il 70esimo anniversario di qualcosa e trasmetteranno drama storici riferiti a quel periodo. A me ovviamente dispiace tantissimo perchè finalmente in questo periodo stavano rilasciando (e traducendo) ottimi drama storici cinesi senza wuxia/fantasy. Devo dire che qualche drama moderno cinese mi è piaciuto molto (tutti quelli con Jin Dong per esempio) e anche il mitico  ma purtroppo ne producono davvero pochi di qualità così alta. Speriamo la censura duri solo per questi 4 mesi e che riprendano presto visto che per me gli storici cinesi hanno superato di gran lunga quelli coreani.
3085,512,M,40-49,SPORTS,Ho la sensazione che non durerà molto la sua vita in carcere se si saprà il motivo della carcerazione....
3086,571,M,30-39,SMOKE,Rianimo questo topic mostrandovi due delle miscele che amo di più ovviamente Made in Indonesia. Questi sono solo i primi acquisti al mio ritorno in Italia vi posterò le foto dell’intero bottino...saluti
3087,506,M,50-100,SMOKE,"Alfonso, troverai sicuramente il gusto che fa per te."
3088,261,M,30-39,SMOKE,"James Fox The Bankers in Castello Collection KK, una gustosa serata serale."
3089,996,M,30-39,SMOKE,"Tempo al tempo a breve posterò le ""tre grazie""  Tosco in pipa solo per rinforzo/allungo degli aromatizzati, primo amore ormai quasi svanito. A essere onesto qualche volta ci rinforzo anche il Nas"
3090,766,M,20-29,SPORTS,Cmq i giocatori si acquistano in base ai ruoli ke sanno fare bene io x esempio ho Macheda nel cagliari e mi segna ogni partita e lo uso come punta avanzata(e il ruolo migliore ke sa fare)
3091,854,F,20-29,ANIME,"Ciao Vanessa, grazie! Noto che abbiamo qualcos'altro in comune oltre l'adorare Sailor Moon..Sei una fanatica del calcio o solo di De Rossi?  A me piace il calcio, molto direi!"
3092,278,M,0-19,ENTERTAINMENT,"parlando per me dipende da vari fattori, se devo creare qualcosa da zero (ovvero senza un riferimento) faccio lo schema semplificato, se invece uso una foto come riferimento o si tratta di un primo piano allora vado dettaglio per dettaglio"
3093,215,M,20-29,SPORTS,"Pratica sedicesimi archiviata molto bene in 90, Schalke scarso tecnicamente ma anche tatticamente con quel inguardabilie 5-2-1-2! Il prossimo turno si passa in carrozza proprio"
3094,549,M,50-100,ENTERTAINMENT,"A parte le suggestività dei personaggi in questione che, per ragioni di folklore, possono anche essere una simpatica parentesi nelle nostre calde, colorate ed assolate estati balneari ma di una cosa non si tiene presente: questi non pagano le tasse. Detto questo, si possono scatenare millemila analisi più polemiche o più costruttive nel merito della situazione ma proverò a vedere la dinamica da un punto di vista di ""giustizia sociale""... Il nostro simpatico ""Vu cumprà"", vende la sua colorata e falsa mercanzia a suo esclusivo vantaggio (oltre, naturalmente, a chi lo pilota) ed a totale discapito della collettività... mi spiego meglio: lui compra e rivende in NERO che, tradotto, significa senza controlli e senza pagarci mezza lira di tasse, a discapito di: chi compra (questi prodotti sono stati fabbricati, nella migliore delle ipotesi, in paesi dove i controlli sulla genuinità dei materiali non si sa nemmeno cosa siano - nella peggiore delle ipotesi, da qualche manodopera affiliata a organizzazioni criminali create ad hoc per lucrare in modo abusivo) chi, nelle stesse zone, ha un negozietto di souvenir o analoghe cianfrusaglie che vendono i simpatici irregolari che, alla fine dell'anno, deve pagare: affitto, tasse (si parla di oltre il 60%), fornitori, deve avere degli obblighi ad ottemperare a direttive come privacy, sicurezza e innumerevoli altre amenità burocratiche La differenza tra costoro ed un pusher, altro non è che la dichiarata pericolosità delle sostanze che vendono questi ultimi ma, da un ponto di vista di ""correttezza"" commerciale, non esistono differenze tangibili (entrambi sono pilotati da organizzazioni mafiose e/o similari). Le soluzioni percorribili sono due: o questi signori PAGANO le tasse come tutti (spese di commercialista, oltre a burocrazie varie) oppure possono andare a cercare un lavoro dove non prendano palesemente per il culo chi lavora e paga le tasse, a nome di un buonismo che nulla ha a che fare con la realtà dei fatti. Quanto sopra espresso, altro non è che il mio umile pensiero"
3095,619,M,50-100,AUTO-MOTO,Mink .. Mammolo … Tra Pink Floyd e Van Halen ….. delirio emozionale interno! Grande
3096,754,M,50-100,SMOKE,"John Nowill ""the traveller"", manico in corno (rimanicato), anteriore al 1890"
3097,236,M,30-39,SPORTS,"vado a memoria...hanno il frame satinato, non credo abbiano il problema di quelli che ti ho dato forse pesano qualcosa in più, ma è un'impressione"
3098,904,M,40-49,METAL-DETECTING,"sapete il bello di quest'hobby e' che quando trovi una cosa come questa,torni bambino...e inizi a correre tra i prati come se avessi un'aquilone fra le mani."
3099,911,M,0-19,TECHNOLOGY,"Salve, visto che non mi sono occupato della parte tecnica (almeno non approfonditamente) rispondo sul fatto delle mie recensioni. Partiamo da The Witcher, titolo e saga che ho apprezzato molto (e ho letto anche alcuni libri). Partendo dal fatto che la software house è CD ProjeKt RED (con la K  ), volevo far intendere che uno (all'epoca) sparuto gruppo di ragazzi polacchi ha intrapreso lo sviluppo di un gioco basato su delle novelle che spopolavano nella terra polacca, senza sapere che avrebbe segnato le sorti del fantasy. Non potevo sicuramente fare un ampio discorso sui libri, altrimenti sarei andato fuori argomento, non mi piace deviare troppo. Stesso discorso per la serie TV, certo potevo farci un accenno, ma alla fine stavo facendo una recensione di un gioco del 2007 che aveva perso quasi tutto il suo appeal, dovevo andare diritto al punto. L'Aurora Engine utilizzato da CD Projekt RED è un motore molto amato dalla comunità di modder per via della sua duttilità e la sua scalabilità. In questo senso CD Projekt è riuscita a creare dal ""nulla"" un prodotto graficamente ben confezionato, peccato che la scarsità dei modelli e le animazioni bruttine sono da imputare sia all'inesperienza del team, sia al basso budget. Non posso non far pesare questi difetti, la fascia di mercato in cui si inserisce The Witcher è la stessa di un Oblivion, che tecnicamente è molto più avanti. Stesso discorso per il doppiaggio, qui però la colpa è da imputare più agli sviluppatori, che hanno deciso di tradurre il medium in più lingue pur sapendo di non avere il budget necessario. Veniamo a Watch Dogs, titolo che mi ha deluso, ma che sono riuscito ad apprezzare. Le tue considerazioni tecniche non mi paiono adeguate: in primis l'acqua è una delle migliori che mi è capitato di vedere, il fatto delle increspature è un altro, non posso dire che l'acqua fa schifo solo perchè sparando non c'è neanche un'increspatura. Le animazioni ""riciclate"" non le ho viste sinceramente, sono animazioni che possono aver ripreso qualcosa nei titoli di Assassin's Creed, ma si parla di tutt'altro gameplay e di tutt'altre movenze. Per me 8 è un voto giusto, Watch Dogs diverte e intrattiene, la componente tecnica conta, ma non è l'unico metro di giudizio. Non capisco poi la critica al basso numero di piattaforme, sul sito abbiamo sezioni solo per console con le quali abbiamo giocato i titoli. Non è perchè ci piace oppure no quel determinato gioco, è un fatto puramente di personale e di denaro (perchè i giochi li compriamo noi, non ce li manda nessuno). Trattando giochi minori, non solo nessuno leggerebbe la nostra recensione (non lo fanno sui grandi siti, pensa da noi), ma ruberemo tempo all'analisi dei titoli più blasonati e più seguiti. Se vogliamo sopravvivere dobbiamo, almeno inizialmente, concentrarci sui titoli principali, quando avremo più risorse accontenteremo tutti."
3100,114,F,20-29,ANIME,"Comunque penso di aver risolto, forse avevo una impostazione sbagliata. Adesso posto l' immagine negli esami ^^"
3101,312,M,30-39,SPORTS,: 42Hp/42Lp [1/3 pin  0/3 sub  1/3 ogg  0/2 Heel  AP: No  SL: No  SM: No] : 41Hp/42Lp [0/3 pin  1/3 sub  1/3 ogg  0/2 Heel  AP: No  SL: No  SM: No]
3102,37,M,50-100,METAL-DETECTING,Mi incuriosisce la riga perfettemente dritta che parte dai baffi e arriva alla punta del collo....
3103,414,M,40-49,AUTO-MOTO,Ragazzi con quello che costano devono essere di qualità per forza. Stanno resistendo da un anno senza sforzo quelle di Aliexpress da 12 euro se ne spendo 200 devono durare quanto la macchina prezzo alto si ma con qualità almeno.
3104,717,M,30-39,SPORTS,io credo che lo utilizzerebbero o esterno a 5 o esterno nei 4 a centrocampo.
3105,825,M,30-39,SMOKE,"Provato ieri per la prima volta. Capa bella setosa, al naso profumo di torrefazione, terra, legno e pepe. Acceso sorprende perché è meno forte di quanto ci si possa attendere. La terrosita si mitiga e slancia meglio la parte di caffè e pepe (o spezie in generale). Mi ha sorpreso visto il costo e la mia pochissima esperienza/dimestichezza con gli extra cubani. Un buon sigaro davvero! Una nota extra di merito all’anilla, veramente bella!"
3106,572,M,40-49,ANIME,"Due icone degli anni 90' sono scomparsi entrambi nella giornata di ieri : Luke Perry il Dylan di Beverly Hills 90210 e Keith Flint il frontman dei Prodigy,che dire di più,sembra che il decennio sfortunato colpisca a ripetizione"
3107,98,M,30-39,SPORTS,No no riapre. Se non questa settimana la prossima
3108,343,M,30-39,AUTO-MOTO,NO!!! Fuori !!!!!!      ...comunque per me Street Bob!
3109,812,M,20-29,SPORTS,Tutti ottimi risultati e la sconfitta con il Colonia ci sta perchè non puoi battere il mio Colonia
3110,597,M,50-100,SPORTS,"Dolcissima cuggì...SMUACK !      Mi sa che Achab non c'è più in Gazza...no, non è nemmeno stato più avvistato nell'oceano pacifico...è a Roma per le imminenti ""cose"" ch'hanno d'accadere in Vaticano. Dicono che abbia buone possibilità...  Ahhhh.....il mio Cimo, mò adotto anche te.... puoi dire fratello a Jon Patrick"
3111,380,M,30-39,SPORTS,Comunque è un mistero di come i piccoli bibini riescano sempre a fare bella figura al Viareggio. Anche quando non hanno una grande primavera riescono comunque a stupire tutti durante la manifestazione.
3112,791,M,20-29,SMOKE,Dopo la triste scomparsa dal nostro mercato dell'ottimo van nelle halfzware la scelta per coloro che apprezzano la miscela  si riduce ulteriormente. Per quanto mi riguarda se devo fumare questo tipo di trinciati vado sicuro sul mac baren nero che oltre a essere sicuro di trovare fresco lo trovo molto più saziante. Adatto a coloro che non fumano light e che cercano qualcosa di diverso dal solito sapore standard delle sigarette odierne.
3113,1003,M,0-19,ANIME,"'  ' pensai. Magari potevo provare ad arrampicarmi sull'alberello, ma era troppo rischioso. Allora decisi quindi di provare a mandare la piccola Charmander. ' ' Così presi Charmander e la aiutari a salire il piccolo alberello, poveretta era davvero impaurita!"
3114,508,M,30-39,METAL-DETECTING,realmente anke a me fa piacere vederti qui e spero d leggere qualke tuo post
3115,972,F,30-39,ANIME,"@Gelsika ma lo voglio pure io un vicino di casa ""cosi poco piacente"". Madoooo Jin Wook è affascinante da morire e fa 10 a 0 a Rain  (mo mi prendero tante di quelle padelate  ) Lei vabbe che dire, mi piace molto. Loro due insieme mi piacciono molto lo stesso, speriamo bene nella trama. Quello TW l'ho seguito a scatti perché nn sopporto quella mummia della protagonista hahahah mi prenderò un sacco di badilate mi sa. Aigooooo"
3116,649,F,30-39,MEDICINE-AESTHETICS,No no...I negativi in un centro privato in Emilia Romagna! Il gennet me l'ha sconsigliata per età e per donatore sano. Nel caso dovessi farla con mio marito probabilmente la farei dato i suoi problemi. Tu entrambi al Gennet?
3117,424,M,40-49,TECHNOLOGY,"Queste sono tutte le scritte in italiano che sono riuscito a trovare fin ora. Nel caso ne trovassi di nuove te le riporto sempre qui, con relativa traduzione  Ultima nota tutte le scritte della Shoubox sono stata controllate con Chrome impostato in lingua inglese. ( in modo da evitare il piu' possibile eventuali scritte generate in italiano )"
3118,171,M,40-49,ANIME,"Il prossimo anno ci sara' una sorpresa da Yamato, manca solo l'annuncio. Lasciate stare il box giapponese a meno che non siate collezionisti sfegatati e accontentatevi dei mux ancora per qualche mese. Vi devo dire altro?"
3119,15,M,20-29,SPORTS,"DIO ESISTE, (forse) è saltato Ilicic. Mi auguro che con Sneijder si vada fino in fondo. Se così non fosse, ci sono comunque diversi profili interessanti per 5-6 milioni. Poi è chiaro, le notizie di questi giorni richiederebbero un'indagine approfondita di Lega & Consob."
3120,514,M,30-39,AUTO-MOTO,Io ho elimimato il problema alla radice l'ho venduta
3121,140,M,30-39,BIKES,Ho revisionato il carburatore e montato la leva che dovrebbe essere quella giusta:
3122,977,M,20-29,ANIME,non andiamo bene ... quest'anno suldivano a seguire la Champions? XDDDD
3123,252,F,20-29,SPORTS,Dov'eri appostato? La nostra gara è terminata a metà PS2
3124,1088,M,30-39,CELEBRITIES,"Ma infatti ha scritto giovedì 8, no giovedì 1."
3125,389,M,40-49,AUTO-MOTO,"La butto lì .. si parlava di una versione diversa per il mercato cinese , per alloggiare il mild ibrid e per dotare la Q2 della versione a metano o elettrica ... con uscita 2019 ..."
3126,1104,M,0-19,SPORTS,"Passata di acqua dolce su canna e anelli, successivamente asciugatura con panno, pulito, in cotone"
